loan_account_number;installment_number;actual_payment_date;scheduled_payment_date;installment_amount;principal_component;interest_component;kkdf_component;bsmv_component;installment_status;remaining_principal;remaining_interest;remaining_kkdf;remaining_bsmv
LOAN_003738;8;;2025-12-05;10220;9320;815.21;0;35.85;A;8420;738.92;0;40.19
LOAN_003738;9;;2026-01-06;8630;9170;586.33;0;32.53;A;7980;628.40;0;37.30
LOAN_001013;1;20250421;2025-04-21;24340;11310;12095.70;0;658.04;K;0;0;0;0
LOAN_001013;10;;2026-01-19;27120;19700;4172.48;0;157.17;A;19250;4123.07;0;164.62
LOAN_001013;11;;2026-02-19;26290;24040;2691.41;0;134.54;A;24230;2550.65;0;135.50
LOAN_001013;12;;2026-03-21;21570;19340;1363.72;0;59.60;A;22080;1304.56;0;69.92
LOAN_001013;2;20250522;2025-05-21;22410;14220;9500.33;0;576.52;K;0;0;0;0
LOAN_001013;3;20250621;2025-06-20;21000;15210;9506.52;0;531.90;K;0;0;0;0
LOAN_001013;4;;2025-07-22;20590;11660;10275.83;0;482.07;A;15560;8477.76;0;474.54
LOAN_001013;5;;2025-08-19;26670;17140;7007.38;0;405.20;A;13560;8671.51;0;386.11
LOAN_001013;6;;2025-09-19;22200;16790;7758.96;0;413.39;A;16490;8291.39;0;415.25
LOAN_001013;7;;2025-10-17;26730;18540;6847.00;0;347.71;A;16810;5864.40;0;342.52
LOAN_001013;8;;2025-11-19;23300;16200;6572.26;0;352.49;A;17990;5727.72;0;281.20
LOAN_001013;9;;2025-12-19;27040;20880;4465.00;0;220.66;A;17370;4053.74;0;225.82
LOAN_001117;1;20250509;2025-05-09;130;60;48.18;0;2.49;K;0;0;0;0
LOAN_001117;10;;2026-02-06;100;90;16.68;0;0.66;A;110;14.64;0;0.72
LOAN_001117;11;;2026-03-09;130;110;9.44;0;0.49;A;90;11.77;0;0.48
LOAN_001117;12;;2026-04-09;120;100;5.86;0;0.27;A;110;6.34;0;0.27
LOAN_001117;2;20250609;2025-06-09;130;60;45.19;0;2.73;K;0;0;0;0
LOAN_001117;3;;2025-07-10;120;60;39.42;0;2.53;A;60;51.10;0;2.34
LOAN_001117;4;;2025-08-07;110;70;40.62;0;1.83;A;80;37.72;0;1.73
LOAN_001117;5;;2025-09-05;110;80;36.17;0;1.63;A;80;31.79;0;1.59
LOAN_001117;6;;2025-10-07;110;90;39.36;0;1.83;A;80;34.04;0;1.69
LOAN_001117;7;;2025-11-07;120;90;32.50;0;1.51;A;90;29.07;0;1.33
LOAN_001117;8;;2025-12-05;120;100;23.92;0;1.23;A;80;25.84;0;1.10
LOAN_001117;9;;2026-01-07;110;100;19.13;0;1.09;A;90;22.09;0;1.00
LOAN_000750;1;20250414;2025-04-14;59460;26630;29479.07;0;1184.92;K;0;0;0;0
LOAN_000750;10;;2026-01-12;57920;54040;9304.66;0;438.14;A;53610;8846.94;0;418.50
LOAN_000750;11;;2026-02-12;50620;58350;6556.77;0;295.01;A;56780;5942.50;0;340.34
LOAN_000750;12;;2026-03-14;66510;56660;3110.16;0;164.75;A;59860;3299.18;0;166.35
LOAN_000750;2;20250509;2025-05-14;66570;27960;25272.56;0;1390.93;K;0;0;0;0
LOAN_000750;3;20250611;2025-06-13;50280;36960;24438.65;0;1155.69;K;0;0;0;0
LOAN_000750;4;;2025-07-15;60260;34120;24938.22;0;984.82;A;33560;26059.77;0;1215.31
LOAN_000750;5;;2025-08-12;49990;43980;19272.40;0;900.01;A;38990;16907.58;0;1033.45
LOAN_000750;6;;2025-09-12;61380;41120;16603.73;0;959.14;A;39290;17257.90;0;1046.66
LOAN_000750;7;;2025-10-10;54860;37530;14665.88;0;621.63;A;47480;13979.07;0;620.04
LOAN_000750;8;;2025-11-12;67260;46770;16111.92;0;736.35;A;49110;14792.17;0;748.52
LOAN_000750;9;;2025-12-12;52990;50170;11595.72;0;473.25;A;50990;11950.82;0;525.99
LOAN_000585;1;20250430;2025-04-30;7150;3630;2897.76;0;157.07;K;0;0;0;0
LOAN_000585;10;;2026-01-29;8320;5780;992.99;0;45.47;A;6470;959.53;0;51.18
LOAN_000585;11;;2026-02-27;7090;7380;555.97;0;34.51;A;7400;572.66;0;29.81
LOAN_000585;12;;2026-03-31;6640;7280;402.63;0;19.93;A;6710;326.95;0;16.03
LOAN_000585;2;20250531;2025-05-30;7390;4080;2965.55;0;134.54;K;0;0;0;0
LOAN_000585;3;20250701;2025-07-01;8210;4330;2969.48;0;149.20;K;0;0;0;0
LOAN_000585;4;;2025-07-29;7080;4830;2388.62;0;116.35;A;5000;2555.18;0;108.08
LOAN_000585;5;;2025-08-29;7400;4770;2668.36;0;111.85;A;5290;2241.75;0;113.88
LOAN_000585;6;;2025-09-26;6760;5470;2217.52;0;87.92;A;5230;1658.73;0;109.49
LOAN_000585;7;;2025-10-29;8110;5460;1944.40;0;100.08;A;4730;2206.38;0;95.39
LOAN_000585;8;;2025-11-28;6870;5710;1701.19;0;68.62;A;5330;1697.28;0;68.45
LOAN_000585;9;;2025-12-29;8300;5300;1236.55;0;71.79;A;5780;1283.71;0;63.25
LOAN_002456;1;20250509;2025-05-08;10180;7930;1889.59;239.80;82.22;K;0;0;0;0
LOAN_002456;10;;2026-02-06;9400;9610;526.46;82.56;24.38;A;9570;468.85;72.49;28.57
LOAN_002456;11;;2026-03-06;10370;10480;301.16;46.47;17.48;A;8250;344.72;41.40;15.13
LOAN_002456;12;;2026-04-08;9500;8670;168.20;27.07;7.96;A;10000;180.47;26.72;9.76
LOAN_002456;2;20250606;2025-06-06;9250;7000;1684.62;257.16;70.49;K;0;0;0;0
LOAN_002456;3;;2025-07-09;10440;7140;1805.27;272.85;81.52;A;7490;1669.87;215.35;94.30
LOAN_002456;4;;2025-08-06;10710;9020;1124.68;180.70;57.38;A;9000;1265.72;192.60;59.94
LOAN_002456;5;;2025-09-05;10310;7680;1330.07;172.16;71.10;A;7530;1236.22;205.83;63.41
LOAN_002456;6;;2025-10-06;9680;8440;1080.29;195.48;64.30;A;7600;1088.00;175.15;65.06
LOAN_002456;7;;2025-11-06;9600;8550;956.42;158.05;53.25;A;7770;873.13;161.16;52.52
LOAN_002456;8;;2025-12-05;8970;9650;694.59;125.98;35.15;A;7980;748.06;113.18;36.05
LOAN_002456;9;;2026-01-06;9880;8150;727.19;116.42;38.45;A;9720;654.84;92.20;33.04
LOAN_000983;1;20250509;2025-05-08;21170;14680;3951.75;0;175.44;K;0;0;0;0
LOAN_000983;10;;2026-02-06;16730;18410;914.09;0;52.41;A;16930;927.74;0;56.82
LOAN_000983;11;;2026-03-06;16340;17960;656.17;0;34.18;A;15940;641.61;0;29.20
LOAN_000983;12;;2026-04-08;20630;18960;349.75;0;17.28;A;20710;402.46;0;16.41
LOAN_000983;2;20250611;2025-06-06;19700;17490;2943.06;0;173.60;K;0;0;0;0
LOAN_000983;3;;2025-07-09;21350;16840;3445.26;0;142.74;A;14740;3339.07;0;154.36
LOAN_000983;4;;2025-08-06;17370;18320;2348.91;0;113.61;A;15850;2887.07;0;146.79
LOAN_000983;5;;2025-09-05;17140;16590;2763.31;0;128.17;A;17620;2257.87;0;126.73
LOAN_000983;6;;2025-10-06;18860;14430;2508.08;0;119.87;A;16090;2362.41;0;98.33
LOAN_000983;7;;2025-11-06;18150;15040;1732.76;0;109.84;A;14730;2097.90;0;86.38
LOAN_000983;8;;2025-12-05;18030;19560;1588.53;0;65.89;A;19230;1448.86;0;79.48
LOAN_000983;9;;2026-01-06;17350;18130;1341.11;0;70.19;A;17690;1165.99;0;62.66
LOAN_000318;1;20250428;2025-05-08;20320;13570;3408.96;487.70;153.17;K;0;0;0;0
LOAN_000318;10;;2026-02-06;20090;17400;1041.50;131.89;49.76;A;17440;1006.40;130.29;51.83
LOAN_000318;11;;2026-03-06;18280;20700;672.32;85.42;29.79;A;16470;567.46;79.51;34.11
LOAN_000318;12;;2026-04-08;18830;17830;393.42;47.53;18.81;A;18660;379.06;48.45;19.19
LOAN_000318;2;20250528;2025-06-06;18400;17000;2910.33;453.28;157.81;K;0;0;0;0
LOAN_000318;3;;2025-07-09;17690;14180;3765.02;427.35;142.88;A;16780;2867.94;441.15;164.51
LOAN_000318;4;;2025-08-06;17190;13650;2805.92;334.33;112.24;A;16160;2875.32;434.46;146.77
LOAN_000318;5;;2025-09-05;18020;15800;2254.07;318.39;121.92;A;18000;2646.68;359.63;119.10
LOAN_000318;6;;2025-10-06;17760;14330;2006.76;307.69;101.27;A;14630;2534.89;360.30;100.26
LOAN_000318;7;;2025-11-06;21600;15530;1982.68;252.72;99.58;A;18740;2007.74;270.91;104.24
LOAN_000318;8;;2025-12-05;21050;15990;1504.08;225.46;73.47;A;19650;1584.45;258.04;83.48
LOAN_000318;9;;2026-01-06;16510;17760;1378.55;202.80;75.96;A;15900;1328.63;204.78;79.41
LOAN_000992;1;20250508;2025-05-09;5320;3530;773.79;0;49.35;K;0;0;0;0
LOAN_000992;10;;2026-02-06;5070;4080;242.58;0;13.11;A;4470;211.19;0;12.99
LOAN_000992;11;;2026-03-09;5270;5060;189.33;0;9.07;A;4290;178.32;0;7.92
LOAN_000992;12;;2026-04-09;4380;4630;90.62;0;4.07;A;4180;97.59;0;4.72
LOAN_000992;2;20250610;2025-06-09;4190;4230;977.93;0;48.21;K;0;0;0;0
LOAN_000992;3;;2025-07-10;4370;4270;746.14;0;34.46;A;3790;782.65;0;33.87
LOAN_000992;4;;2025-08-07;4290;4260;713.51;0;36.53;A;3760;611.51;0;35.43
LOAN_000992;5;;2025-09-05;4520;4270;527.70;0;27.02;A;3720;651.72;0;27.70
LOAN_000992;6;;2025-10-07;4280;3500;638.88;0;33.00;A;4500;559.04;0;25.62
LOAN_000992;7;;2025-11-07;4210;3880;507.43;0;25.75;A;4590;443.49;0;24.47
LOAN_000992;8;;2025-12-05;4430;4700;394.40;0;17.57;A;3820;421.17;0;16.70
LOAN_000992;9;;2026-01-07;4420;4870;383.80;0;20.13;A;4330;404.27;0;16.14
LOAN_000342;1;20250512;2025-05-11;3530;3640;0;0;0;K;0;0;0;0
LOAN_000342;10;;2026-02-09;3770;3550;0;0;0;A;3190;0;0;0
LOAN_000342;11;;2026-03-11;3250;3210;0;0;0;A;3790;0;0;0
LOAN_000342;12;;2026-04-11;3860;2950;0;0;0;A;3460;0;0;0
LOAN_000342;2;20250611;2025-06-11;3860;3630;0;0;0;K;0;0;0;0
LOAN_000342;3;;2025-07-12;3850;2980;0;0;0;A;3560;0;0;0
LOAN_000342;4;;2025-08-09;3490;3710;0;0;0;A;3670;0;0;0
LOAN_000342;5;;2025-09-09;3720;3840;0;0;0;A;3340;0;0;0
LOAN_000342;6;;2025-10-09;3200;3600;0;0;0;A;3690;0;0;0
LOAN_000342;7;;2025-11-09;3400;3400;0;0;0;A;3420;0;0;0
LOAN_000342;8;;2025-12-09;3060;3110;0;0;0;A;3750;0;0;0
LOAN_000342;9;;2026-01-09;3130;3800;0;0;0;A;3520;0;0;0
LOAN_004432;1;20250509;2025-05-09;10470;9350;1564.96;249.42;91.39;K;0;0;0;0
LOAN_004432;10;;2026-02-07;9640;10420;223.42;32.86;11.04;A;11320;185.63;26.98;9.96
LOAN_004432;2;20250609;2025-06-09;11460;10240;1631.55;277.54;87.55;K;0;0;0;0
LOAN_004432;3;;2025-07-10;12340;8020;1396.78;199.68;70.17;A;10080;1468.41;202.67;65.12
LOAN_004432;4;;2025-08-07;12510;10110;1093.96;200.43;67.84;A;10710;1037.52;170.25;65.38
LOAN_004432;5;;2025-09-05;11970;9630;940.68;180.66;59.41;A;8480;1151.44;182.40;56.47
LOAN_004432;6;;2025-10-07;11480;9080;982.94;169.63;51.35;A;10370;897.36;159.64;48.83
LOAN_004432;7;;2025-11-07;12670;10570;872.10;120.42;40.68;A;9860;734.83;125.95;40.62
LOAN_004432;8;;2025-12-05;11070;11600;522.34;77.50;26.86;A;12070;530.87;91.23;30.10
LOAN_004432;9;;2026-01-07;11290;9230;397.16;59.28;22.45;A;9290;485.44;63.61;19.55
LOAN_000760;1;20250510;2025-05-08;6110;3000;2309.05;0;133.09;K;0;0;0;0
LOAN_000760;10;;2026-02-06;5070;4530;838.17;0;37.91;A;4690;707.33;0;38.09
LOAN_000760;11;;2026-03-06;5830;5490;428.04;0;23.16;A;5200;464.22;0;28.33
LOAN_000760;12;;2026-04-08;5970;5770;259.22;0;14.99;A;4960;304.56;0;16.31
LOAN_000760;2;20250606;2025-06-06;6330;3290;2133.17;0;119.23;K;0;0;0;0
LOAN_000760;3;;2025-07-09;6470;2850;2202.49;0;131.78;A;3380;2288.62;0;119.21
LOAN_000760;4;;2025-08-06;5240;3940;2076.29;0;105.83;A;3960;1926.27;0;103.36
LOAN_000760;5;;2025-09-05;5120;3800;1791.47;0;93.94;A;3480;1780.16;0;89.19
LOAN_000760;6;;2025-10-06;5910;4490;1888.94;0;82.64;A;4490;1870.20;0;74.22
LOAN_000760;7;;2025-11-06;5480;4390;1437.23;0;69.27;A;3930;1419.54;0;82.21
LOAN_000760;8;;2025-12-05;5440;4580;1235.27;0;64.97;A;4210;1135.47;0;63.34
LOAN_000760;9;;2026-01-06;5950;4890;1144.30;0;51.77;A;4720;1044.65;0;46.15
LOAN_004409;1;20250509;2025-05-09;15430;11990;2798.33;0;139.80;K;0;0;0;0
LOAN_004409;10;;2026-02-07;16270;18180;298.18;0;13.07;A;14520;266.64;0;13.42
LOAN_004409;2;20250609;2025-06-09;15280;12390;2515.41;0;110.86;K;0;0;0;0
LOAN_004409;3;;2025-07-10;14470;13520;2122.71;0;103.15;A;15910;2282.44;0;101.85
LOAN_004409;4;;2025-08-07;19080;13000;1570.25;0;86.82;A;15480;1902.72;0;93.39
LOAN_004409;5;;2025-09-05;17500;13110;1522.85;0;88.85;A;15510;1575.92;0;79.91
LOAN_004409;6;;2025-10-07;16860;13080;1704.17;0;77.28;A;16620;1544.49;0;71.21
LOAN_004409;7;;2025-11-07;15720;16430;1340.76;0;59.19;A;16300;1098.68;0;59.86
LOAN_004409;8;;2025-12-05;17850;17700;750.68;0;34.26;A;16250;824.30;0;38.53
LOAN_004409;9;;2026-01-07;19090;14560;592.44;0;27.80;A;17770;576.69;0;32.76
LOAN_004251;1;20250508;2025-05-08;5010;3730;982.41;144.30;46.90;K;0;0;0;0
LOAN_004251;10;;2026-02-06;5090;5090;234.12;34.20;11.17;A;4190;274.19;41.75;13.94
LOAN_004251;11;;2026-03-06;4840;3920;147.95;25.02;7.77;A;4920;175.46;22.34;8.07
LOAN_004251;12;;2026-04-08;5420;4240;102.55;12.20;4.28;A;4720;78.36;13.28;4.80
LOAN_004251;2;20250604;2025-06-06;5000;4090;811.52;133.26;42.24;K;0;0;0;0
LOAN_004251;3;;2025-07-09;4980;3520;876.63;139.69;41.89;A;3530;810.21;123.11;40.71
LOAN_004251;4;;2025-08-06;4070;3470;715.46;84.12;31.87;A;4160;734.73;110.72;37.17
LOAN_004251;5;;2025-09-05;4170;4470;535.36;86.27;29.23;A;3650;640.59;87.75;28.63
LOAN_004251;6;;2025-10-06;4350;4530;591.87;93.39;27.59;A;4120;639.26;93.65;32.50
LOAN_004251;7;;2025-11-06;5340;4010;448.10;81.89;23.97;A;4500;562.71;78.67;25.62
LOAN_004251;8;;2025-12-05;5420;4770;349.27;56.94;18.16;A;4300;351.28;50.80;18.87
LOAN_004251;9;;2026-01-06;4750;4190;373.88;45.87;19.59;A;4550;313.61;44.99;17.44
LOAN_001473;1;20250412;2025-04-30;5100;5350;717.04;0;42.01;K;0;0;0;0
LOAN_001473;2;20250521;2025-05-31;5650;4560;781.20;0;36.44;K;0;0;0;0
LOAN_001473;3;20250619;2025-07-01;5670;4470;604.63;0;33.55;K;0;0;0;0
LOAN_001473;4;;2025-07-29;6030;4600;417.97;0;21.18;A;4820;433.57;0;22.43
LOAN_001473;5;;2025-08-29;5420;4700;459.96;0;20.29;A;5230;400.15;0;18.21
LOAN_001473;6;;2025-09-28;4930;4450;324.61;0;16.58;A;5080;335.69;0;17.12
LOAN_001473;7;;2025-10-29;6160;5650;236.25;0;11.60;A;5870;242.43;0;11.34
LOAN_001473;8;;2025-11-28;6110;5020;91.54;0;5.32;A;5940;113.34;0;4.71
LOAN_003789;1;20250425;2025-05-07;5330;3720;1114.63;154.23;45.01;K;0;0;0;0
LOAN_003789;10;;2026-02-05;5100;5010;312.41;48.51;13.91;A;4500;315.91;40.47;13.09
LOAN_003789;11;;2026-03-07;4560;4540;165.83;25.27;9.28;A;4480;166.27;29.37;8.06
LOAN_003789;12;;2026-04-07;4650;4510;84.80;13.60;5.18;A;5370;91.36;13.56;4.56
LOAN_003789;2;20250602;2025-06-07;5140;3580;923.65;138.33;53.45;K;0;0;0;0
LOAN_003789;3;;2025-07-08;4690;4160;757.18;133.88;42.11;A;3290;905.20;116.42;45.10
LOAN_003789;4;;2025-08-05;4950;3640;826.89;102.22;33.83;A;4350;620.98;97.15;41.09
LOAN_003789;5;;2025-09-05;4660;3690;792.38;109.12;36.35;A;3630;628.03;118.04;36.42
LOAN_003789;6;;2025-10-05;4770;4430;596.65;97.47;26.69;A;4490;675.02;93.02;26.23
LOAN_003789;7;;2025-11-05;5410;4220;539.37;89.23;31.45;A;3970;486.48;87.23;29.21
LOAN_003789;8;;2025-12-05;4860;3870;501.82;74.29;20.49;A;4210;503.05;65.92;21.71
LOAN_003789;9;;2026-01-05;5100;4250;388.90;57.07;16.23;A;3870;339.97;55.82;19.94
LOAN_000189;1;20250512;2025-05-10;5100;3620;1592.51;0;67.07;K;0;0;0;0
LOAN_000189;2;20250605;2025-06-10;5700;3650;1443.84;0;64.15;K;0;0;0;0
LOAN_000189;3;;2025-07-11;5620;3490;1190.18;0;64.39;A;3890;1212.52;0;65.85
LOAN_000189;4;;2025-08-08;4440;4030;1041.61;0;54.43;A;4170;1048.39;0;43.60
LOAN_000189;5;;2025-09-08;5590;4150;873.91;0;40.62;A;4470;961.96;0;40.06
LOAN_000189;6;;2025-10-08;4460;4550;641.70;0;37.85;A;3900;783.27;0;35.39
LOAN_000189;7;;2025-11-08;4670;5060;583.94;0;26.07;A;4910;522.28;0;29.22
LOAN_000189;8;;2025-12-08;5330;4630;415.95;0;17.05;A;4170;403.78;0;19.98
LOAN_000189;9;;2026-01-08;4770;4200;193.56;0;11.46;A;5190;220.35;0;8.82
LOAN_001501;1;20250507;2025-05-08;15520;12360;3285.00;0;145.54;K;0;0;0;0
LOAN_001501;10;;2026-02-06;18510;14410;834.79;0;40.36;A;15150;968.33;0;40.12
LOAN_001501;11;;2026-03-06;15950;14950;514.35;0;31.35;A;15010;549.87;0;29.84
LOAN_001501;12;;2026-04-08;17410;18180;361.40;0;16.41;A;15390;372.42;0;14.95
LOAN_001501;2;20250608;2025-06-06;16140;13790;3215.63;0;139.54;K;0;0;0;0
LOAN_001501;3;;2025-07-09;14760;14910;2905.21;0;132.72;A;14470;2639.79;0;128.22
LOAN_001501;4;;2025-08-06;18320;12910;2533.70;0;98.71;A;13300;2576.37;0;120.79
LOAN_001501;5;;2025-09-05;17170;12580;2277.01;0;122.30;A;13070;2529.47;0;118.79
LOAN_001501;6;;2025-10-06;17190;16490;2075.72;0;91.88;A;15250;2292.75;0;107.53
LOAN_001501;7;;2025-11-06;17800;15840;1501.87;0;78.29;A;13210;1879.97;0;92.49
LOAN_001501;8;;2025-12-05;15640;17060;1570.76;0;78.51;A;16480;1365.33;0;64.21
LOAN_001501;9;;2026-01-06;18790;17450;1295.79;0;69.55;A;16300;1099.56;0;59.91
LOAN_000829;1;20250506;2025-05-13;11500;7730;3094.61;454.42;141.15;K;0;0;0;0
LOAN_000829;10;;2026-02-11;11730;7920;845.70;124.03;43.91;A;9190;951.28;117.92;40.14
LOAN_000829;11;;2026-03-13;11030;10230;569.01;81.56;27.71;A;10320;619.93;84.62;29.51
LOAN_000829;12;;2026-04-12;8840;10880;238.32;40.09;13.55;A;8530;259.66;36.14;15.59
LOAN_000829;2;20250606;2025-06-13;8750;6170;2926.39;371.61;133.75;K;0;0;0;0
LOAN_000829;3;;2025-07-14;8880;6250;2794.24;405.72;132.95;A;7510;2754.39;357.84;138.37
LOAN_000829;4;;2025-08-11;10030;6980;2061.17;273.74;112.79;A;8250;2088.61;347.94;93.41
LOAN_000829;5;;2025-09-11;10370;6710;2047.42;262.66;104.82;A;6930;1795.16;338.94;115.78
LOAN_000829;6;;2025-10-10;11660;7380;1867.39;269.01;84.93;A;8610;1906.54;243.36;74.30
LOAN_000829;7;;2025-11-11;11420;8930;1560.73;250.90;75.00;A;7970;1471.42;230.04;78.96
LOAN_000829;8;;2025-12-11;10860;7870;1394.17;214.62;56.94;A;9550;1404.11;184.72;64.70
LOAN_000829;9;;2026-01-09;10350;9780;1006.97;168.34;45.52;A;8550;972.19;137.59;56.51
LOAN_004265;1;20250508;2025-05-08;8050;3970;3145.97;0;179.26;K;0;0;0;0
LOAN_004265;10;;2026-02-06;7430;6110;1201.90;0;73.09;A;5910;1253.37;0;59.73
LOAN_004265;11;;2026-03-06;7300;7200;847.70;0;44.04;A;5910;948.70;0;54.37
LOAN_004265;12;;2026-04-08;8360;7360;821.20;0;39.25;A;7260;782.52;0;34.16
LOAN_004265;13;;2026-05-08;7750;7080;404.05;0;19.27;A;6690;363.74;0;15.51
LOAN_004265;2;20250613;2025-06-06;7760;4060;3505.66;0;173.32;K;0;0;0;0
LOAN_004265;3;;2025-07-09;8230;3690;2920.29;0;153.36;A;3660;3243.08;0;176.37
LOAN_004265;4;;2025-08-06;8630;4470;2719.17;0;153.16;A;5210;2726.81;0;138.51
LOAN_004265;5;;2025-09-05;6570;5130;2392.39;0;145.06;A;5360;3005.33;0;116.45
LOAN_004265;6;;2025-10-06;6700;4320;2785.69;0;108.19;A;5360;2856.27;0;112.51
LOAN_004265;7;;2025-11-06;7260;5250;2364.95;0;124.21;A;4580;2208.06;0;124.20
LOAN_004265;8;;2025-12-05;8390;6310;1722.58;0;82.74;A;6440;1884.15;0;96.32
LOAN_004265;9;;2026-01-06;7750;6250;1658.58;0;77.32;A;5740;1805.79;0;83.32
LOAN_004177;1;20250509;2025-05-09;25770;23090;3828.73;0;187.66;K;0;0;0;0
LOAN_004177;2;20250617;2025-06-09;26780;25660;3005.62;0;126.34;K;0;0;0;0
LOAN_004177;3;;2025-07-11;27720;22590;1493.46;0;60.20;A;28730;1278.29;0;64.76
LOAN_003598;1;20250509;2025-05-09;14000;12910;2873.93;0;125.95;K;0;0;0;0
LOAN_003598;10;;2026-02-06;13150;15130;722.70;0;39.14;A;14160;798.81;0;33.99
LOAN_003598;11;;2026-03-09;13290;12910;439.09;0;25.11;A;14790;548.95;0;28.55
LOAN_003598;12;;2026-04-09;13410;15740;267.52;0;12.66;A;14770;243.16;0;14.06
LOAN_003598;2;20250610;2025-06-09;13480;10430;2805.14;0;118.51;K;0;0;0;0
LOAN_003598;3;;2025-07-10;14240;11000;2170.13;0;114.71;A;12410;2272.18;0;107.05
LOAN_003598;4;;2025-08-07;15100;10870;1875.30;0;92.30;A;11790;1978.25;0;85.68
LOAN_003598;5;;2025-09-05;14250;12080;1759.95;0;96.06;A;10910;2045.74;0;103.02
LOAN_003598;6;;2025-10-07;15580;11860;1513.92;0;93.59;A;11960;1514.84;0;79.10
LOAN_003598;7;;2025-11-07;12090;13150;1649.35;0;77.89;A;14260;1569.26;0;81.49
LOAN_003598;8;;2025-12-05;14950;13860;994.01;0;54.02;A;14040;1119.37;0;51.34
LOAN_003598;9;;2026-01-07;14160;13850;950.81;0;54.37;A;12840;919.70;0;57.99
LOAN_003088;1;20250510;2025-05-09;17590;8860;5593.98;0;358.42;K;0;0;0;0
LOAN_003088;10;;2026-02-09;18140;16340;875.23;0;43.20;A;15460;905.74;0;39.76
LOAN_003088;2;20250608;2025-06-09;17440;10750;6148.32;0;350.16;K;0;0;0;0
LOAN_003088;3;;2025-07-10;15760;9580;5434.95;0;331.92;A;10590;6299.13;0;258.08
LOAN_003088;4;;2025-08-07;16360;10500;4447.48;0;242.00;A;12620;4414.77;0;211.90
LOAN_003088;5;;2025-09-05;15130;10750;3709.99;0;217.76;A;10170;3873.21;0;230.69
LOAN_003088;6;;2025-10-07;15310;12470;4254.26;0;216.46;A;10900;3553.71;0;223.91
LOAN_003088;7;;2025-11-07;16620;13340;3453.97;0;139.97;A;13390;3389.51;0;155.97
LOAN_003088;8;;2025-12-05;17340;12240;2324.69;0;115.28;A;11950;2134.60;0;119.83
LOAN_003088;9;;2026-01-07;18460;12350;1775.85;0;94.55;A;14000;1952.77;0;88.10
LOAN_004011;1;20250422;2025-04-23;4440;3110;1345.54;213.07;75.45;K;0;0;0;0
LOAN_004011;10;;2026-01-21;5120;4460;386.54;71.92;24.82;A;4290;423.72;66.62;24.62
LOAN_004011;11;;2026-02-20;5800;5180;246.95;35.76;12.66;A;5250;266.35;46.73;12.29
LOAN_004011;12;;2026-03-23;5700;5600;161.22;22.02;7.91;A;5520;164.36;21.94;6.18
LOAN_004011;2;20250519;2025-05-23;4970;3990;1226.30;216.24;59.81;K;0;0;0;0
LOAN_004011;3;20250623;2025-06-23;4590;3620;1346.85;213.84;64.11;K;0;0;0;0
LOAN_004011;4;;2025-07-24;5710;4230;1106.15;166.56;58.12;A;3230;1028.20;178.85;49.06
LOAN_004011;5;;2025-08-21;5220;3940;837.11;129.82;41.02;A;4020;869.16;129.27;52.07
LOAN_004011;6;;2025-09-19;4430;3920;818.69;143.01;46.95;A;4600;915.40;115.87;39.85
LOAN_004011;7;;2025-10-21;5670;4460;885.67;108.04;43.55;A;4110;792.47;115.73;37.33
LOAN_004011;8;;2025-11-21;5090;4710;666.62;92.35;34.21;A;4930;738.63;112.47;34.93
LOAN_004011;9;;2025-12-19;5820;4640;460.18;73.63;26.68;A;4210;442.82;72.96;22.39
LOAN_000793;1;20250422;2025-04-21;4920;3070;1646.20;246.11;61.71;K;0;0;0;0
LOAN_000793;10;;2026-01-19;5490;4670;365.94;62.73;18.72;A;4960;396.96;57.20;19.98
LOAN_000793;11;;2026-02-19;5710;4330;314.75;41.64;14.61;A;4830;255.98;43.19;12.94
LOAN_000793;12;;2026-03-21;5370;5330;150.13;19.96;6.21;A;5000;118.57;23.18;7.70
LOAN_000793;2;20250521;2025-05-21;5180;3570;1168.16;214.84;69.40;K;0;0;0;0
LOAN_000793;3;20250621;2025-06-20;5260;3620;1064.15;176.29;66.91;K;0;0;0;0
LOAN_000793;4;;2025-07-22;5410;4120;1223.76;162.17;62.89;A;4010;1006.91;188.17;59.74
LOAN_000793;5;;2025-08-19;4410;4110;988.11;147.52;52.76;A;4360;938.84;144.94;49.04
LOAN_000793;6;;2025-09-19;5290;4260;794.36;139.65;44.85;A;4600;1045.69;145.96;41.81
LOAN_000793;7;;2025-10-17;5480;4830;708.32;113.11;40.86;A;4510;710.30;116.00;37.33
LOAN_000793;8;;2025-11-19;5330;3780;659.54;106.35;31.16;A;4100;786.86;97.54;30.95
LOAN_000793;9;;2025-12-19;4670;4850;576.64;85.91;26.49;A;4970;545.81;88.26;29.17
LOAN_000207;1;20250523;2025-05-09;10290;7400;1765.02;0;90.43;K;0;0;0;0
LOAN_000207;10;;2026-02-06;9050;9230;550.05;0;25.51;A;9020;501.19;0;23.82
LOAN_000207;11;;2026-03-09;10550;9570;331.14;0;18.28;A;10080;345.20;0;17.85
LOAN_000207;12;;2026-04-09;10290;8330;190.03;0;9.27;A;9850;165.93;0;8.38
LOAN_000207;2;20250618;2025-06-09;8730;7920;1758.08;0;88.98;K;0;0;0;0
LOAN_000207;3;;2025-07-10;10700;7050;1358.00;0;90.26;A;6940;1340.05;0;69.62
LOAN_000207;4;;2025-08-07;10380;7380;1181.70;0;67.95;A;8660;1413.62;0;62.43
